C/A,UNIT,SCP,STATION, LINENAME, DIVISION, DATEn,TIMEn,DESCn,ENTRIESn,EXITSn
A031,R083,00-00-00,23 ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0005625414,0002805515                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0005625971,0002805717                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0005627208,0002806142                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0005627773,0002806217                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0005627867,0002806220                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0005627912,0002806370                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0005628232,0002806993                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0005628911,0002807244                                                
A031,R083,00-00-00,23 ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0005630060,0002807522                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0003360865,0001125584                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0003360914,0001125590                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0003360927,0001125599                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0003361084,0001125656                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0003361405,0001125716                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0003361752,0001125789                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0003361984,0001125835                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0003362033,0001125841                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0003362053,0001125845                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0003362184,0001125885                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0003362465,0001125958                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0003362774,0001126039                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0003362951,0001126069                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0003362975,0001126072                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0003362983,0001126082                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0003363084,0001126103                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0003363335,0001126156                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0003363602,0001126215                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0003363729,0001126229                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0003363742,0001126229                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0003363766,0001126292                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0003363965,0001126642                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0003364349,0001126747                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0003365291,0001126853                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0003365573,0001126878                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0003365606,0001126881                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0003365636,0001126951                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0003365862,0001127338                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0003366272,0001127446                                                
A031,R083,00-00-01,23 ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0003367182,0001127601                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0003367549,0001127616                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0003367585,0001127617                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0003367618,0001127676                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0003367856,0001128039                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0003368254,0001128145                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0003369123,0001128328                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0003369481,0001128366                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0003369531,0001128370                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0003369560,0001128417                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0003369788,0001128713                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0003370268,0001128838                                                
A031,R083,00-00-01,23 ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0003371054,0001128960                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0005580486,0003016486                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0005580525,0003016489                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0005580533,0003016507                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0005580664,0003016576                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0005580930,0003016643                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0005581175,0003016712                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0005581319,0003016767                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,04:00:00,REGULAR,0005581351,0003016779                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,08:00:00,REGULAR,0005581362,0003016787                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,12:00:00,REGULAR,0005581443,0003016841                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,16:00:00,REGULAR,0005581645,0003016909                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/28/2017,20:00:00,REGULAR,0005581879,0003017006                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,00:00:00,REGULAR,0005582030,0003017035                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,04:00:00,REGULAR,0005582046,0003017037                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,08:00:00,REGULAR,0005582050,0003017060                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,12:00:00,REGULAR,0005582107,0003017104                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,16:00:00,REGULAR,0005582283,0003017152                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/29/2017,20:00:00,REGULAR,0005582451,0003017208                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,00:00:00,REGULAR,0005582528,0003017230                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,04:00:00,REGULAR,0005582540,0003017233                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,08:00:00,REGULAR,0005582561,0003017337                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,12:00:00,REGULAR,0005582712,0003017724                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,16:00:00,REGULAR,0005583051,0003017820                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/30/2017,20:00:00,REGULAR,0005583767,0003017947                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,00:00:00,REGULAR,0005583992,0003017978                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,04:00:00,REGULAR,0005584014,0003017979                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,08:00:00,REGULAR,0005584029,0003018066                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,12:00:00,REGULAR,0005584189,0003018451                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,16:00:00,REGULAR,0005584494,0003018566                                                
A031,R083,00-00-02,23 ST,NRW,BMT,05/31/2017,20:00:00,REGULAR,0005585214,0003018721                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,00:00:00,REGULAR,0005585458,0003018755                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,04:00:00,REGULAR,0005585482,0003018759                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,08:00:00,REGULAR,0005585495,0003018856                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,12:00:00,REGULAR,0005585668,0003019249                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,16:00:00,REGULAR,0005585977,0003019387                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/01/2017,20:00:00,REGULAR,0005586674,0003019532                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,00:00:00,REGULAR,0005586937,0003019578                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,04:00:00,REGULAR,0005586969,0003019583                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,08:00:00,REGULAR,0005586986,0003019682                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,12:00:00,REGULAR,0005587128,0003019988                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,16:00:00,REGULAR,0005587464,0003020099                                                
A031,R083,00-00-02,23 ST,NRW,BMT,06/02/2017,20:00:00,REGULAR,0005588086,0003020226                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,00:00:00,REGULAR,0002381380,0004121216                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,04:00:00,REGULAR,0002381412,0004121225                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,08:00:00,REGULAR,0002381421,0004121249                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,12:00:00,REGULAR,0002381463,0004121341                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,16:00:00,REGULAR,0002381571,0004121447                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/27/2017,20:00:00,REGULAR,0002381731,0004121547                                                
A031,R083,00-03-00,23 ST,NRW,BMT,05/28/2017,00:00:00,REGULAR,0002381809,0004121595                                                
